"","ObjID","feature","Indiv","GE","box","form_vessel","Pos","Verz","Notiz","site"
"429",824,"07/13","II/4:45",NA,NA,NA,"0 unbekannt","4","","04_Pit13_Church"
"430",824,"07/13","II/4:45",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"431",831,"07/13","II/3a:26",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"432",831,"07/13","II/3a:26",NA,NA,NA,"0 unbekannt","4","","04_Pit13_Church"
"433",831,"07/13","II/3a:26",NA,NA,NA,"6 Bauch","1 a","","04_Pit13_Church"
"434",831,"07/13","II/3a:26",NA,NA,NA,"6 Bauch","10 b","","04_Pit13_Church"
"435",831,"07/13","II/3a:26",NA,NA,NA,"6 Bauch","8 a","horizontale Rille mit Einstichen darin, Wiegeband","04_Pit13_Church"
"436",832,"07/13","II/4:66",NA,NA,NA,"6 Bauch","1 a","Rillen/eingedrückt","04_Pit13_Church"
"437",835,"07/13","II/4:31",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"438",835,"07/13","II/4:31",NA,NA,NA,"0 unbekannt","4","","04_Pit13_Church"
"439",1302,"07/13","II/3a:28",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"440",1305,"07/13","I/1:35",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"441",1316,"07/13","I/1:36",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"442",1328,"07/13","II/4:75",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"443",1328,"07/13","II/4:75",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"444",1370,"07/13","II/3a:27",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"445",1371,"07/13","II/4:42",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"446",1384,"07/13","II/2a+2b:7",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"447",1385,"07/13","II/3a:6",NA,NA,NA,"5 Schulter","1 a","","04_Pit13_Church"
"448",1386,"07/13","II/4:81",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"449",1388,"07/13","II/4:106",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"450",1389,"07/13","II/4:111",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"451",1409,"07/13","II/4:x",NA,NA,NA,"6 Bauch","1 a","Rille","04_Pit13_Church"
"452",1433,"07/13","II/4:x",NA,NA,NA,"2 Rand","1 a","Rille unter dem 2 Rand","04_Pit13_Church"
"453",1517,"07/13","II/4:x",NA,NA,NA,"7 Unterteil","1 a","Rippe od. Rille","04_Pit13_Church"
"454",1535,"07/13","II/4:x",NA,NA,NA,"7 Unterteil","1 a","zwei Rillen","04_Pit13_Church"
"455",1558,"07/13","I/1:x",NA,NA,NA,"7 Unterteil","1 a","Rillen","04_Pit13_Church"
"456",1559,"07/13","I/1:x",NA,NA,NA,"7 Unterteil","1 a","Rillen unter dem 2 Rand","04_Pit13_Church"
"457",1607,"07/13","II/4:83",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"458",1608,"07/13","II/3a:14",NA,NA,NA,"0 unbekannt","4","","04_Pit13_Church"
"459",1649,"07/13","II/4:206",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"460",1652,"07/13","II/4:209",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"461",1653,"07/13","II/4:210",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"462",1654,"07/13","II/4:13",NA,NA,NA,"2 Rand","1 a","","04_Pit13_Church"
"463",1655,"07/13","I/1:209",NA,NA,NA,"0 unbekannt","1 a","","04_Pit13_Church"
"464",234,"07/95","10",NA,"C95",NA,"8 Bodenansatz","1 b","vertikale Ritzlinen","05_Survey"
"465",256,"07/95","189",NA,"C95","2","6 Bauch","15","","05_Survey"
"466",256,"07/95","189",NA,"C95","2","6 Bauch","1 a","","05_Survey"
"467",256,"07/95","189",NA,"C95","2","6 Bauch","1 e","","05_Survey"
"468",256,"07/95","189",NA,"C95","2","6 Bauch","10 a","horizontale Rillen + vertikale Einstiche; diagonale Rillen (8) + horizontale Kammeindrücke /evtl. Roulette? (siehe zeichnung)","05_Survey"
"469",257,"07/95","190",NA,"C95","2","6 Bauch","15","","05_Survey"
"470",257,"07/95","190",NA,"C95","2","6 Bauch","1 a","","05_Survey"
"471",257,"07/95","190",NA,"C95","2","6 Bauch","1 e","horizontale Rillen + vertikale Einstiche; diagonale Rillen (8) + horizontale Kammeindrücke /evtl. Roulette? (siehe zeichnung)","05_Survey"
"472",257,"07/95","190",NA,"C95","2","6 Bauch","10 a","","05_Survey"
"473",258,"07/95","191",NA,"C95",NA,"0 unbekannt","15","horizontale Rillen + vertikale Einstiche/diagonale Rillen (8) + horizontale Kammeindrücke /evtl. Roulette? (siehe zeichnung)","05_Survey"
"474",258,"07/95","191",NA,"C95",NA,"0 unbekannt","1 a","","05_Survey"
"475",258,"07/95","191",NA,"C95",NA,"0 unbekannt","1 b","","05_Survey"
"476",258,"07/95","191",NA,"C95",NA,"0 unbekannt","1 e","","05_Survey"
"477",259,"07/95","192",NA,"C95",NA,"0 unbekannt","15","","05_Survey"
"478",259,"07/95","192",NA,"C95",NA,"0 unbekannt","1 a","","05_Survey"
"479",259,"07/95","192",NA,"C95",NA,"0 unbekannt","1 e","","05_Survey"
"480",259,"07/95","192",NA,"C95",NA,"0 unbekannt","10 b","diagonale Rillen/Kammeindrücke/Einstiche (Fingernagel?)","05_Survey"
"481",1706,"07/109","1, 5, 8, 10",NA,"95","2d","6 Bauch","5 a","(?)","05_Survey"
"482",1707,"07/109","14",NA,"95","1a","0 unbekannt","2","","05_Survey"
"483",1707,"07/109","14",NA,"95","1a","0 unbekannt","1 a","","05_Survey"
"484",1709,"07/110","1,3",NA,"95",NA,"7 Unterteil","14","","05_Survey"
"485",1710,"07/110","5",NA,"95","1","7 Unterteil","4","tief","05_Survey"
"486",1710,"07/110","5",NA,"95","1","7 Unterteil","8 a","Wiegeband/Klinge","05_Survey"
"487",1714,"07/106","1",NA,"95",NA,"2 Rand","1 a","fein","05_Survey"
"488",1714,"07/106","1",NA,"95",NA,"4 Hals","1 a","fein","05_Survey"
"489",767,"07/11","II/2b:25","G11.2",NA,"3a","3 Oberteil","17","","01_Pit11_Church"
"490",767,"07/11","II/2b:25","G11.2",NA,"3a","4 Hals","17","","01_Pit11_Church"
"491",767,"07/11","II/2b:25","G11.2",NA,"3a","6 Bauch","17","","01_Pit11_Church"
"492",767,"07/11","II/2b:25","G11.2",NA,"3a","7 Unterteil","17","","01_Pit11_Church"
"493",767,"07/11","II/2b:25","G11.2",NA,"3a","8 Bodenansatz","17","15/21?","01_Pit11_Church"
"494",767,"07/11","II/2b:25","G11.2",NA,"3a","5 Schulter","17","","01_Pit11_Church"
"495",770,"07/11","II/2b:44",NA,NA,NA,"5 Schulter","1 a","","01_Pit11_Church"
"496",774,"07/11","II/2b:121",NA,NA,NA,"2 Rand","1 a","","01_Pit11_Church"
"497",775,"07/11","I/3:12",NA,NA,NA,"2 Rand","1 a","","01_Pit11_Church"
"498",775,"07/11","I/3:12",NA,NA,NA,"2 Rand","1 a","","01_Pit11_Church"
"499",776,"07/11","II/2b:59",NA,NA,NA,"0 unbekannt","4","","01_Pit11_Church"
"500",776,"07/11","II/2b:59",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"501",777,"07/11","/0:2",NA,NA,NA,"2 Rand","1 a","","01_Pit11_Church"
"502",777,"07/11","/0:2",NA,NA,NA,"4 Hals","8 b","","01_Pit11_Church"
"503",780,"07/11","I/3:2",NA,NA,"3b","4 Hals","8 b","(?)","01_Pit11_Church"
"504",781,"07/11","II/2b:52",NA,NA,"3b","5 Schulter","1 a","","01_Pit11_Church"
"505",783,"07/11","II/2b:99",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"506",785,"07/11","II/2b:57",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"507",786,"07/11","II/2b:96",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"508",789,"07/11","II/2b:45",NA,NA,NA,"5 Schulter","1 a","","01_Pit11_Church"
"509",790,"07/11","II/2b:72",NA,NA,NA,"2 Rand","1 a","","01_Pit11_Church"
"510",790,"07/11","II/2b:72",NA,NA,NA,"5 Schulter","16","","01_Pit11_Church"
"511",790,"07/11","II/2b:72",NA,NA,NA,"5 Schulter","17","","01_Pit11_Church"
"512",791,"07/11","II/2b:135",NA,NA,NA,"6 Bauch","1 a","","01_Pit11_Church"
"513",791,"07/11","II/2b:135",NA,NA,NA,"6 Bauch","1 e","horizontale und schräge Linienbündel","01_Pit11_Church"
"514",826,"07/11","II/2b:1","G11.1",NA,"3a","3 Oberteil","17","","01_Pit11_Church"
"515",826,"07/11","II/2b:1","G11.1",NA,"3a","4 Hals","17","","01_Pit11_Church"
"516",826,"07/11","II/2b:1","G11.1",NA,"3a","5 Schulter","17","","01_Pit11_Church"
"517",834,"07/11","II/2c:8",NA,NA,NA,"0 unbekannt","17","","01_Pit11_Church"
"518",836,"07/11","II/2b:107",NA,NA,NA,"6 Bauch","1 a","","01_Pit11_Church"
"519",836,"07/11","II/2b:107",NA,NA,NA,"6 Bauch","1 e","horizontale & schräge Rillen","01_Pit11_Church"
"520",840,"07/11","II/2b:204",NA,NA,NA,"0 unbekannt","1 a","","01_Pit11_Church"
"521",845,"07/11","I/6:1",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"522",859,"07/11","II/2b:76",NA,NA,NA,"0 unbekannt","11 a","","01_Pit11_Church"
"523",878,"07/11","I/3:5",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"524",900,"07/11","II/2b:141",NA,NA,NA,"0 unbekannt","17","","01_Pit11_Church"
"525",900,"07/11","II/2b:141",NA,NA,NA,"0 unbekannt","8 a","(?)","01_Pit11_Church"
"526",937,"07/11","I/2:6",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"527",944,"07/11","II/2b:67",NA,NA,NA,"0 unbekannt","11 a","","01_Pit11_Church"
"528",947,"07/11","II/2b:101",NA,NA,NA,"0 unbekannt","4","","01_Pit11_Church"
"529",947,"07/11","II/2b:101",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"530",956,"07/11","II/2b:116",NA,NA,NA,"0 unbekannt","4","","01_Pit11_Church"
"531",956,"07/11","II/2b:116",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"532",957,"07/11","I/2:25",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"533",1027,"07/11","II/2b:135",NA,NA,NA,"0 unbekannt","17","","01_Pit11_Church"
"534",1063,"07/11","II/2b:190",NA,NA,NA,"0 unbekannt","11 a","","01_Pit11_Church"
"535",1063,"07/11","II/2b:190",NA,NA,NA,"0 unbekannt","4","","01_Pit11_Church"
"536",1376,"07/11","I/2:5",NA,NA,NA,"0 unbekannt","8 a","(?)","01_Pit11_Church"
"537",1376,"07/11","I/2:5",NA,NA,NA,"0 unbekannt","1 a","","01_Pit11_Church"
"538",1377,"07/11","I/6:5",NA,NA,NA,"5 Schulter","17","","01_Pit11_Church"
"539",1378,"07/11","II/2b:93",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
"540",1379,"07/11","II/2b:134",NA,NA,NA,"0 unbekannt","1 a","","01_Pit11_Church"
"541",1380,"07/11","II/2b:177",NA,NA,NA,"0 unbekannt","1 a","","01_Pit11_Church"
"542",1381,"07/11","II/2b:232",NA,NA,NA,"0 unbekannt","8 a","","01_Pit11_Church"
