"","ObjID","feature","Indiv","GE","box","form_vessel"
"620",1141,"07/13","II/2a+2b:6",NA,NA,NA
"621",1142,"07/13","II/2a+2b:4",NA,NA,NA
"622",1143,"07/13","I/6:6",NA,NA,NA
"623",1144,"07/13","I/6:4",NA,NA,NA
"624",1145,"07/13","I/1:29",NA,NA,NA
"625",1146,"07/13","I/2:9",NA,NA,NA
"626",1147,"07/13","I/1:15",NA,NA,NA
"627",1148,"07/13","I/5:8",NA,NA,NA
"628",1149,"07/13","I/6:7",NA,NA,NA
"629",1150,"07/13","I/PV:2",NA,NA,NA
"630",1151,"07/13","II/2a+2b:8",NA,NA,NA
"631",1152,"07/13","I/2:10",NA,NA,NA
"632",1153,"07/13","I/6:11",NA,NA,NA
"633",1154,"07/13","I/6:8",NA,NA,NA
"634",1155,"07/13","I/5:11",NA,NA,NA
"635",1156,"07/13","I/6:2",NA,NA,NA
"636",1157,"07/13","II/3b:11",NA,NA,NA
"637",1158,"07/13","I/6:10",NA,NA,NA
"638",1159,"07/13","I/6:3",NA,NA,NA
"639",1160,"07/13","II/3b:12",NA,NA,NA
"640",1161,"07/13","I/2:12",NA,NA,NA
"641",1162,"07/13","I/2:11",NA,NA,NA
"642",1163,"07/13","I/6:9",NA,NA,NA
"643",1164,"07/13","I/6:12",NA,NA,NA
"644",1165,"07/13","I/6:20",NA,NA,NA
"645",1166,"07/13","I/6:5",NA,NA,NA
"646",1167,"07/13","I/2:16",NA,NA,NA
"647",1168,"07/13","I/6:14",NA,NA,NA
"648",1169,"07/13","I/6:17",NA,NA,NA
"649",1170,"07/13","II/2a+2b:3",NA,NA,NA
"650",1171,"07/13","I/6:18",NA,NA,NA
"651",1172,"07/13","I/6:13",NA,NA,NA
"652",1173,"07/13","I/2:14",NA,NA,NA
"653",1174,"07/13","I/6:21",NA,NA,NA
"654",1175,"07/13","I/2:17",NA,NA,NA
"655",1176,"07/13","I/2:13",NA,NA,NA
"656",1177,"07/13","I/6:23",NA,NA,NA
"657",1178,"07/13","I/6:26",NA,NA,NA
"658",1179,"07/13","I/6:22",NA,NA,NA
"659",1180,"07/13","I/6:24",NA,NA,NA
"660",1181,"07/13","I/6:15",NA,NA,NA
"661",1182,"07/13","I/6:16",NA,NA,NA
"662",1183,"07/13","I/6:19",NA,NA,NA
"663",1184,"07/13","II/4:48",NA,NA,NA
"664",1185,"07/13","II/4:197",NA,NA,NA
"665",1186,"07/13","II/4:6",NA,NA,NA
"666",1187,"07/13","II/4:67",NA,NA,NA
"667",1188,"07/13","II/4:113",NA,NA,NA
"668",1189,"07/13","II/4:87",NA,NA,NA
"669",1190,"07/13","II/4:49",NA,NA,NA
"670",1191,"07/13","II/4:69",NA,NA,NA
"671",1192,"07/13","II/4:165",NA,NA,NA
"672",1193,"07/13","II/4:57",NA,NA,NA
"673",1194,"07/13","II/4:63",NA,NA,NA
"674",1195,"07/13","II/4:91",NA,NA,NA
"675",1196,"07/13","II/4:61",NA,NA,NA
"676",1197,"07/13","II/4:59",NA,NA,NA
"677",1198,"07/13","II/4:128",NA,NA,NA
"678",1199,"07/13","II/4:119",NA,NA,NA
"679",1200,"07/13","II/4:97",NA,NA,NA
"680",1201,"07/13","II/4:85",NA,NA,NA
"681",1202,"07/13","II/4:100",NA,NA,NA
"682",1203,"07/13","II/4:108",NA,NA,NA
"683",1204,"07/13","II/4:93",NA,NA,NA
"684",1205,"07/13","II/4:117",NA,NA,NA
"685",1206,"07/13","II/4:110",NA,NA,NA
"686",1207,"07/13","II/4:90",NA,NA,NA
"687",1208,"07/13","II/4:98",NA,NA,NA
"688",1209,"07/13","II/4:156",NA,NA,NA
"689",1210,"07/13","II/4:54",NA,NA,NA
"690",1211,"07/13","II/4:140",NA,NA,NA
"691",1212,"07/13","II/4:122",NA,NA,NA
"692",1213,"07/13","II/4:107",NA,NA,NA
"693",1214,"07/13","II/4:60",NA,NA,NA
"694",1215,"07/13","II/4:89",NA,NA,NA
"695",1216,"07/13","II/4:115",NA,NA,NA
"696",1217,"07/13","II/4:112",NA,NA,NA
"697",1218,"07/13","II/4:147",NA,NA,NA
"698",1219,"07/13","II/4:137",NA,NA,NA
"699",1220,"07/13","II/4:86",NA,NA,NA
"700",1221,"07/13","II/4:183",NA,NA,NA
"701",1222,"07/13","II/4:161",NA,NA,NA
"702",1223,"07/13","II/4:174",NA,NA,NA
"703",1224,"07/13","II/4:118",NA,NA,NA
"704",1225,"07/13","II/4:94",NA,NA,NA
"705",1226,"07/13","II/4:189",NA,NA,NA
"706",1227,"07/13","II/4:172",NA,NA,NA
"707",1228,"07/13","II/4:138",NA,NA,NA
"708",1229,"07/13","II/4:143",NA,NA,NA
"709",1230,"07/13","II/4:105",NA,NA,NA
"710",1231,"07/13","II/4:141",NA,NA,NA
"711",1232,"07/13","II/4:130",NA,NA,NA
"712",1233,"07/13","II/4:1",NA,NA,NA
"713",1234,"07/13","II/4:164",NA,NA,NA
"714",1235,"07/13","II/4:163",NA,NA,NA
"715",1236,"07/13","II/4:145",NA,NA,NA
"716",1237,"07/13","II/4:114",NA,NA,NA
"717",1238,"07/13","II/4:186",NA,NA,NA
"718",1239,"07/13","II/4:168",NA,NA,NA
"719",1240,"07/13","II/4:181",NA,NA,NA
"720",1241,"07/13","II/4:159",NA,NA,NA
"721",1242,"07/13","II/4:162",NA,NA,NA
"722",1243,"07/13","II/4:46",NA,NA,NA
"723",1244,"07/13","II/4:188",NA,NA,NA
"724",1245,"07/13","II/4:146",NA,NA,NA
"725",1246,"07/13","II/4:125",NA,NA,NA
"726",1247,"07/13","II/4:135",NA,NA,NA
"727",1248,"07/13","II/4:101",NA,NA,NA
"728",1249,"07/13","II/4:178",NA,NA,NA
"729",1250,"07/13","II/4:191",NA,NA,NA
"730",1251,"07/13","II/4:160",NA,NA,NA
"731",1252,"07/13","II/4:187",NA,NA,NA
"732",1253,"07/13","II/4:152",NA,NA,NA
"733",1254,"07/13","II/4:134",NA,NA,NA
"734",1255,"07/13","II/4:184",NA,NA,NA
"735",1256,"07/13","II/4:193",NA,NA,NA
"736",1257,"07/13","II/4:167",NA,NA,NA
"737",1258,"07/13","II/4:196",NA,NA,NA
"738",1259,"07/13","II/4:126",NA,NA,NA
"739",1260,"07/13","II/4:157",NA,NA,NA
"740",1261,"07/13","II/4:194",NA,NA,NA
"741",1262,"07/13","II/4:144",NA,NA,NA
"742",1263,"07/13","II/4:158",NA,NA,NA
"743",1264,"07/13","II/4:180",NA,NA,NA
"744",1265,"07/13","II/4:76",NA,NA,NA
"745",1266,"07/13","II/4:78",NA,NA,NA
"746",1267,"07/13","II/4:148",NA,NA,NA
"747",1268,"07/13","II/4:131",NA,NA,NA
"748",1269,"07/13","II/4:176",NA,NA,NA
"749",1270,"07/13","II/4:149",NA,NA,NA
"750",1271,"07/13","II/4:142",NA,NA,NA
"751",1272,"07/13","II/4:179",NA,NA,NA
"752",1273,"07/13","II/4:155",NA,NA,NA
"753",1274,"07/13","II/4:166",NA,NA,NA
"754",1275,"07/13","II/4:150",NA,NA,NA
"755",1276,"07/13","II/4:153",NA,NA,NA
"756",1277,"07/13","II/4:177",NA,NA,NA
"757",1278,"07/13","II/4:173",NA,NA,NA
"758",1279,"07/13","II/4:169",NA,NA,NA
"759",1280,"07/13","II/4:170",NA,NA,NA
"760",1281,"07/13","II/4:154",NA,NA,NA
"761",1282,"07/13","II/4:195",NA,NA,NA
"762",1283,"07/13","II/4:182",NA,NA,NA
"763",1284,"07/13","II/4:82",NA,NA,NA
"764",1285,"07/13","II/4:185",NA,NA,NA
"765",1286,"07/13","II/4:127",NA,NA,NA
"766",1287,"07/13","II/4:136",NA,NA,NA
"767",1288,"07/13","II/4:40",NA,NA,NA
"768",1289,"07/13","II/4:77",NA,NA,NA
"769",1290,"07/13","II/4:80",NA,NA,NA
"770",1291,"07/13","II/3a:10",NA,NA,NA
"771",1292,"07/13","II/3a:7",NA,NA,NA
"772",1293,"07/13","II/3a:11",NA,NA,NA
"773",1294,"07/13","II/3a:3",NA,NA,NA
"774",1295,"07/13","II/3a:4",NA,NA,NA
"775",1296,"07/13","II/3a:9",NA,NA,NA
"776",1297,"07/13","II/3a:18",NA,NA,NA
"777",1298,"07/13","II/3a:19",NA,NA,NA
"778",1299,"07/13","II/3a:32",NA,NA,NA
"779",1300,"07/13","II/3a:31",NA,NA,NA
"780",1301,"07/13","II/3a:13",NA,NA,NA
"781",1302,"07/13","II/3a:28",NA,NA,NA
"782",1303,"07/13","II/3a:16",NA,NA,NA
"783",1304,"07/13","II/3a:30",NA,NA,NA
"784",1305,"07/13","I/1:35",NA,NA,NA
"785",1306,"07/13","II/3a:20",NA,NA,NA
"786",1307,"07/13","II/3a:12",NA,NA,NA
"787",1308,"07/13","II/3a:23",NA,NA,NA
"788",1309,"07/13","II/3a:15",NA,NA,NA
"789",1310,"07/13","II/3a:17",NA,NA,NA
"790",1311,"07/13","II/3a:22",NA,NA,NA
"791",1312,"07/13","II/3a:34",NA,NA,NA
"792",1313,"07/13","II/3a:21",NA,NA,NA
"793",1314,"07/13","II/3a:29",NA,NA,NA
"794",1315,"07/13","II/3a:33",NA,NA,NA
"795",1316,"07/13","I/1:36",NA,NA,NA
"796",1317,"07/13","II/4:200",NA,NA,NA
"797",1318,"07/13","II/4:203",NA,NA,NA
"798",1319,"07/13","II/4:201",NA,NA,NA
"799",1320,"07/11","I/3:4",NA,NA,NA
"800",1321,"07/11","I/3:7",NA,NA,NA
"801",1322,"07/13","II/4:64",NA,NA,NA
"802",1323,"07/13","II/4:14",NA,NA,NA
"803",1324,"07/13","II/4:120",NA,NA,NA
"804",1325,"07/13","II/4:15",NA,NA,NA
"805",1326,"07/13","II/4:103",NA,NA,NA
"806",1327,"07/13","II/2a+2b:5",NA,NA,NA
"807",1328,"07/13","II/4:75",NA,NA,NA
"808",1329,"07/13","I/1:26",NA,NA,NA
"809",1330,"07/13","II/4:58",NA,NA,NA
"810",1331,"07/13","II/4:104",NA,NA,NA
"811",1332,"07/13","II/4:171",NA,NA,NA
"812",1333,"07/13","II/4:84",NA,NA,NA
"813",1334,"07/13","II/4:132",NA,NA,NA
"814",1335,"07/13","II/4:121",NA,NA,NA
"815",1336,"07/13","i/2:6",NA,NA,NA
"816",1337,"07/13","II/4:16",NA,NA,NA
"817",1338,"07/13","I/2:5",NA,NA,NA
"818",1339,"07/13","II/2a+2b:2",NA,NA,NA
"819",1340,"07/13","I/1:17",NA,NA,NA
"820",1341,"07/13","II/3a:5",NA,NA,NA
"821",1342,"07/13","II/4:62",NA,NA,NA
"822",1343,"07/13","I/1:8",NA,NA,NA
"823",1344,"07/13","II/4:88",NA,NA,NA
"824",1345,"07/13","I/1:31",NA,NA,NA
"825",1346,"07/13","I/1:28",NA,NA,NA
"826",1347,"07/13","I/1:25",NA,NA,NA
"827",1348,"07/13","II/4:65",NA,NA,NA
"828",1349,"07/13","II/4:129",NA,NA,NA
"829",1350,"07/13","I/1:6",NA,NA,NA
"830",1351,"07/13","II/4:151",NA,NA,NA
"831",1352,"07/13","II/4:190",NA,NA,NA
"832",1353,"07/13","I/1:10",NA,NA,NA
"833",1354,"07/13","I/1:23",NA,NA,NA
"834",1355,"07/13","I/1:14",NA,NA,NA
"835",1356,"07/13","II/4:92",NA,NA,NA
"836",1357,"07/13","I/1:11",NA,NA,NA
"837",1358,"07/13","I/1:18",NA,NA,NA
"838",1359,"07/13","II/4:116",NA,NA,NA
"839",1360,"07/13","I/1:20",NA,NA,NA
"840",1361,"07/13","I/1:19",NA,NA,NA
"841",1362,"07/13","I/1:30",NA,NA,NA
"842",1363,"07/13","I/1:24",NA,NA,NA
"843",1364,"07/13","I/1:22",NA,NA,NA
"844",1365,"07/13","I/1:32",NA,NA,NA
"845",1366,"07/13","I/1:21",NA,NA,NA
"846",1367,"07/13","II/4:204",NA,NA,NA
"847",1368,"07/13","I/2:8",NA,NA,NA
"848",1369,"07/13","I/1:7",NA,NA,NA
"849",1370,"07/13","II/3a:27",NA,NA,NA
"850",1371,"07/13","II/4:42",NA,NA,NA
"851",1372,"07/13","II/4:51",NA,NA,NA
"852",1373,"07/13","II/4:53",NA,NA,NA
"853",1374,"07/13","II/4:68",NA,NA,NA
"854",1375,"07/13","II/4:192",NA,NA,NA
"855",1376,"07/11","I/2:5",NA,NA,NA
"856",1377,"07/11","I/6:5",NA,NA,NA
"857",1378,"07/11","II/2b:93",NA,NA,NA
"858",1379,"07/11","II/2b:134",NA,NA,NA
"859",1380,"07/11","II/2b:177",NA,NA,NA
"860",1381,"07/11","II/2b:232",NA,NA,NA
"861",1382,"07/13","I/PV:1",NA,NA,NA
"862",1383,"07/13","II/2a+2b:1",NA,NA,NA
"863",1384,"07/13","II/2a+2b:7",NA,NA,NA
"864",1385,"07/13","II/3a:6",NA,NA,NA
"865",1386,"07/13","II/4:81",NA,NA,NA
"866",1387,"07/13","II/4:96",NA,NA,NA
"867",1388,"07/13","II/4:106",NA,NA,NA
"868",1389,"07/13","II/4:111",NA,NA,NA
"869",1390,"07/13","II/4:",NA,NA,NA
"870",1391,"07/13","II/4:",NA,NA,NA
"871",1392,"07/13","II/4:",NA,NA,NA
"872",1393,"07/13","II/4:",NA,NA,NA
"873",1394,"07/13","II/4:",NA,NA,NA
"874",1395,"07/13","II/4:",NA,NA,NA
"875",1396,"07/13","II/4:x",NA,NA,NA
"876",1397,"07/13","II/4:",NA,NA,NA
"877",1398,"07/13","II/4:",NA,NA,NA
"878",1399,"07/13","II/4:",NA,NA,NA
"879",1400,"07/13","II/4:",NA,NA,NA
"880",1401,"07/13","II/4:",NA,NA,NA
"881",1402,"07/13","II/4:",NA,NA,NA
"882",1403,"07/13","II/4:",NA,NA,NA
"883",1404,"07/13","II/4:",NA,NA,NA
"884",1405,"07/13","II/4:",NA,NA,NA
"885",1406,"07/13","II/4:",NA,NA,NA
"886",1407,"07/13","II/4:",NA,NA,NA
"887",1408,"07/13","II/4:",NA,NA,NA
"888",1409,"07/13","II/4:x",NA,NA,NA
"889",1410,"07/13","II/4:",NA,NA,NA
"890",1411,"07/13","II/4:",NA,NA,NA
"891",1412,"07/13","II/4:",NA,NA,NA
"892",1413,"07/13","II/4:",NA,NA,NA
"893",1414,"07/13","II/4:",NA,NA,NA
"894",1415,"07/13","II/4:",NA,NA,NA
"895",1416,"07/13","II/4:",NA,NA,NA
"896",1417,"07/13","II/4:",NA,NA,NA
"897",1418,"07/13","II/4:",NA,NA,NA
"898",1419,"07/13","II/4:",NA,NA,NA
"899",1420,"07/13","II/4:",NA,NA,NA
"900",1421,"07/13","II/4:",NA,NA,NA
"901",1422,"07/13","II/4:",NA,NA,NA
"902",1423,"07/13","II/4:",NA,NA,NA
"903",1424,"07/13","II/4:",NA,NA,NA
"904",1425,"07/13","II/4:",NA,NA,NA
"905",1426,"07/13","II/4:",NA,NA,NA
"906",1427,"07/13","II/4:",NA,NA,NA
"907",1428,"07/13","II/4:",NA,NA,NA
"908",1429,"07/13","II/4:",NA,NA,NA
"909",1430,"07/13","II/4:",NA,NA,NA
"910",1431,"07/13","II/4:",NA,NA,NA
"911",1432,"07/13","II/4:",NA,NA,NA
"912",1433,"07/13","II/4:x",NA,NA,NA
"913",1434,"07/13","II/4:",NA,NA,NA
"914",1435,"07/13","II/4:",NA,NA,NA
"915",1436,"07/13","II/4:",NA,NA,NA
"916",1437,"07/13","II/4:",NA,NA,NA
"917",1438,"07/13","II/4:",NA,NA,NA
"918",1439,"07/13","II/4:",NA,NA,NA
"919",1440,"07/13","II/4:",NA,NA,NA
"920",1441,"07/13","II/4:",NA,NA,NA
"921",1442,"07/13","II/4:",NA,NA,NA
"922",1443,"07/13","II/4:",NA,NA,NA
"923",1444,"07/13","II/4:",NA,NA,NA
"924",1445,"07/13","II/4:",NA,NA,NA
"925",1446,"07/13","II/4:",NA,NA,NA
"926",1447,"07/13","II/4:",NA,NA,NA
"927",1448,"07/13","II/4:",NA,NA,NA
"928",1449,"07/13","II/4:",NA,NA,NA
"929",1450,"07/13","II/4:",NA,NA,NA
"930",1451,"07/13","II/4:",NA,NA,NA
"931",1452,"07/13","II/4:",NA,NA,NA
"932",1453,"07/13","II/4:",NA,NA,NA
"933",1454,"07/13","II/4:",NA,NA,NA
"934",1455,"07/13","II/4:",NA,NA,NA
"935",1456,"07/13","II/4:",NA,NA,NA
"936",1457,"07/13","II/4:",NA,NA,NA
"937",1458,"07/13","II/4:",NA,NA,NA
"938",1459,"07/13","II/4:",NA,NA,NA
"939",1460,"07/13","II/4:",NA,NA,NA
"940",1461,"07/13","II/4:",NA,NA,NA
"941",1462,"07/13","II/4:",NA,NA,NA
"942",1463,"07/13","II/4:",NA,NA,NA
"943",1464,"07/13","II/4:",NA,NA,NA
"944",1465,"07/13","II/4:",NA,NA,NA
"945",1466,"07/13","II/4:",NA,NA,NA
"946",1467,"07/13","II/4:",NA,NA,NA
"947",1468,"07/13","II/4:",NA,NA,NA
"948",1469,"07/13","II/4:",NA,NA,NA
"949",1470,"07/13","II/4:",NA,NA,NA
"950",1471,"07/13","II/4:",NA,NA,NA
"951",1472,"07/13","II/4:",NA,NA,NA
"952",1473,"07/13","II/4:",NA,NA,NA
"953",1474,"07/13","II/4:",NA,NA,NA
"954",1475,"07/13","II/4:",NA,NA,NA
"955",1476,"07/13","II/4:",NA,NA,NA
"956",1477,"07/13","II/4:",NA,NA,NA
"957",1478,"07/13","II/4:",NA,NA,NA
"958",1479,"07/13","II/4:",NA,NA,NA
"959",1480,"07/13","II/4:",NA,NA,NA
"960",1481,"07/13","II/4:",NA,NA,NA
"961",1482,"07/13","II/4:",NA,NA,NA
"962",1483,"07/13","II/4:",NA,NA,NA
"963",1484,"07/13","II/4:",NA,NA,NA
"964",1485,"07/13","II/4:",NA,NA,NA
"965",1486,"07/13","II/4:",NA,NA,NA
"966",1487,"07/13","II/4:",NA,NA,NA
"967",1488,"07/13","II/4:",NA,NA,NA
"968",1489,"07/13","II/4:",NA,NA,NA
"969",1490,"07/13","II/4:",NA,NA,NA
"970",1491,"07/13","II/4:",NA,NA,NA
"971",1492,"07/13","II/4:",NA,NA,NA
"972",1493,"07/13","II/4:",NA,NA,NA
"973",1494,"07/13","II/4:",NA,NA,NA
"974",1495,"07/13","II/4:",NA,NA,NA
"975",1496,"07/13","II/4:",NA,NA,NA
"976",1497,"07/13","II/4:",NA,NA,NA
"977",1498,"07/13","II/4:",NA,NA,NA
"978",1499,"07/13","II/4:",NA,NA,NA
"979",1500,"07/13","II/4:",NA,NA,NA
"980",1501,"07/13","II/4:",NA,NA,NA
"981",1502,"07/13","II/4:",NA,NA,NA
"982",1503,"07/13","II/4:",NA,NA,NA
"983",1504,"07/13","II/4:",NA,NA,NA
"984",1505,"07/13","II/4:",NA,NA,NA
"985",1506,"07/13","II/4:",NA,NA,NA
"986",1507,"07/13","II/4:",NA,NA,NA
"987",1508,"07/13","II/4:",NA,NA,NA
"988",1509,"07/13","II/4:",NA,NA,NA
"989",1510,"07/13","II/4:",NA,NA,NA
"990",1511,"07/13","II/4:",NA,NA,NA
"991",1512,"07/13","II/4:",NA,NA,NA
"992",1513,"07/13","II/4:",NA,NA,NA
"993",1514,"07/13","II/4:",NA,NA,NA
"994",1515,"07/13","II/4:",NA,NA,NA
"995",1516,"07/13","II/4:",NA,NA,NA
"996",1517,"07/13","II/4:x",NA,NA,NA
"997",1518,"07/13","II/4:",NA,NA,NA
"998",1519,"07/13","II/4:",NA,NA,NA
"999",1520,"07/13","II/4:",NA,NA,NA
"1000",1521,"07/13","II/4:",NA,NA,NA
"1001",1522,"07/13","II/4:",NA,NA,NA
"1002",1523,"07/13","II/4:",NA,NA,NA
"1003",1524,"07/13","II/4:",NA,NA,NA
"1004",1525,"07/13","II/4:",NA,NA,NA
"1005",1526,"07/13","II/4:",NA,NA,NA
"1006",1527,"07/13","II/4:x",NA,NA,NA
"1007",1528,"07/13","II/4:",NA,NA,NA
"1008",1529,"07/13","II/4:",NA,NA,NA
"1009",1530,"07/13","II/4:",NA,NA,NA
"1010",1531,"07/13","II/4:",NA,NA,NA
"1011",1532,"07/13","II/4:",NA,NA,NA
"1012",1533,"07/13","II/4:",NA,NA,NA
"1013",1534,"07/13","II/4:",NA,NA,NA
"1014",1535,"07/13","II/4:x",NA,NA,NA
"1015",1536,"07/13","II/4:",NA,NA,NA
"1016",1537,"07/13","II/4:",NA,NA,NA
"1017",1538,"07/13","II/4:",NA,NA,NA
"1018",1539,"07/13","II/4:",NA,NA,NA
"1019",1540,"07/13","II/4:",NA,NA,NA
"1020",1541,"07/13","II/4:",NA,NA,NA
"1021",1542,"07/13","II/4:",NA,NA,NA
"1022",1543,"07/13","II/4:",NA,NA,NA
"1023",1544,"07/13","II/4:",NA,NA,NA
"1024",1545,"07/13","II/4:",NA,NA,NA
"1025",1546,"07/13","II/4:",NA,NA,NA
"1026",1547,"07/13","II/4:",NA,NA,NA
"1027",1548,"07/13","II/4:",NA,NA,NA
"1028",1549,"07/13","II/4:",NA,NA,NA
"1029",1550,"07/13","II/4:",NA,NA,NA
"1030",1551,"07/13","II/4:",NA,NA,NA
"1031",1552,"07/13","II/4:",NA,NA,NA
"1032",1553,"07/13","II/4:",NA,NA,NA
"1033",1554,"07/13","II/4:",NA,NA,NA
"1034",1555,"07/13","II/4:",NA,NA,NA
"1035",1556,"07/13","II/4:",NA,NA,NA
"1036",1557,"07/13","II/4:",NA,NA,NA
"1037",1558,"07/13","I/1:x",NA,NA,NA
"1038",1559,"07/13","I/1:x",NA,NA,NA
"1039",1560,"07/13","I/1:37",NA,NA,NA
"1040",1561,"07/13","I/1:",NA,NA,NA
"1041",1562,"07/13","I/1:",NA,NA,NA
"1042",1563,"07/13","I/1:",NA,NA,NA
"1043",1564,"07/13","I/1:",NA,NA,NA
"1044",1565,"07/13","I/1:",NA,NA,NA
"1045",1566,"07/13","I/1:",NA,NA,NA
"1046",1567,"07/13","I/1:",NA,NA,NA
"1047",1568,"07/13","I/1:",NA,NA,NA
"1048",1569,"07/13","I/1:",NA,NA,NA
"1049",1570,"07/13","I/1:",NA,NA,NA
"1050",1571,"07/13","I/1:",NA,NA,NA
"1051",1572,"07/13","I/1:",NA,NA,NA
"1052",1573,"07/13","I/1:",NA,NA,NA
"1053",1574,"07/13","I/1:",NA,NA,NA
"1054",1575,"07/13","I/1:",NA,NA,NA
"1055",1576,"07/13","I/1:",NA,NA,NA
"1056",1577,"07/13","I/1:",NA,NA,NA
"1057",1578,"07/13","I/1:",NA,NA,NA
"1058",1579,"07/13","I/1:",NA,NA,NA
"1059",1580,"07/13","I/1:",NA,NA,NA
"1060",1581,"07/13","I/1:",NA,NA,NA
"1061",1582,"07/13","I/1:",NA,NA,NA
"1062",1583,"07/13","I/1:",NA,NA,NA
"1063",1584,"07/13","II/3a:",NA,NA,NA
"1064",1585,"07/13","II/3a:",NA,NA,NA
"1065",1586,"07/13","II/3a:",NA,NA,NA
"1066",1587,"07/13","II/3a:",NA,NA,NA
"1067",1588,"07/13","II/3a:",NA,NA,NA
"1068",1589,"07/13","I/7:1",NA,NA,NA
"1069",1590,"07/13","I/7:2",NA,NA,NA
"1070",1591,"07/13","I/7:3",NA,NA,NA
"1071",1592,"07/13","I/7:4",NA,NA,NA
"1072",1593,"07/13","I/7:5",NA,NA,NA
"1073",1594,"07/13","I/7:6",NA,NA,NA
"1074",1595,"07/13","I/4:2",NA,NA,NA
"1075",1596,"07/13","I/4:3",NA,NA,NA
"1076",1597,"07/13","I/4:4",NA,NA,NA
"1077",1598,"07/13","I/4:11",NA,NA,NA
"1078",1599,"07/13","I/4:8",NA,NA,NA
"1079",1600,"07/13","I/4:9",NA,NA,NA
"1080",1601,"07/13","I/4:12",NA,NA,NA
"1081",1602,"07/13","I/4:6",NA,NA,NA
"1082",1603,"07/13","I/4:5",NA,NA,NA
"1083",1604,"07/13","I/4:7",NA,NA,NA
"1084",1605,"07/13","I/4:10",NA,NA,NA
"1085",1606,"07/13","I/4:13",NA,NA,NA
"1086",1607,"07/13","II/4:83",NA,NA,NA
"1087",1608,"07/13","II/3a:14",NA,NA,NA
"1088",1609,"07/13","II/3a:25",NA,NA,NA
"1089",1610,"07/13","I/3:",NA,NA,NA
"1090",1611,"07/13","I/3:",NA,NA,NA
"1091",1612,"07/13","I/3:",NA,NA,NA
"1092",1613,"07/13","I/3:",NA,NA,NA
"1093",1614,"07/13","I/3:",NA,NA,NA
"1094",1615,"07/13","I/3:",NA,NA,NA
"1095",1616,"07/13","I/3:",NA,NA,NA
"1096",1617,"07/13","I/3:",NA,NA,NA
"1097",1618,"07/13","I/3:",NA,NA,NA
"1098",1619,"07/13","II/2b:",NA,NA,NA
"1099",1620,"07/13","II/2b:",NA,NA,NA
"1100",1621,"07/13","II/2b:",NA,NA,NA
"1101",1622,"07/13","II/2b:",NA,NA,NA
"1102",1623,"07/13","II/2b:",NA,NA,NA
"1103",1624,"07/13","II/2b:",NA,NA,NA
"1104",1625,"07/13","II/2b:",NA,NA,NA
"1105",1626,"07/13","II/2b:",NA,NA,NA
"1106",1627,"07/13","I/7:",NA,NA,NA
"1107",1628,"07/13","I/4:",NA,NA,NA
"1108",1629,"07/13","II/3a:",NA,NA,NA
"1109",1630,"07/13","I/1:",NA,NA,NA
"1110",1631,"07/13","I/1:",NA,NA,NA
"1111",1632,"07/13","II/4:",NA,NA,NA
"1112",1633,"07/13","II/3b:",NA,NA,NA
"1113",1634,"07/13","I/5:",NA,NA,NA
"1114",1635,"07/11","I/3:1",NA,NA,NA
"1115",1636,"07/11","II/2b:175",NA,NA,NA
"1116",1637,"07/11","II/2b:235",NA,NA,NA
"1117",1638,"07/13","I/PV:3",NA,NA,NA
"1118",1639,"07/13","I/PV:4",NA,NA,NA
"1119",1640,"07/13","I/PV:5",NA,NA,NA
"1120",1641,"07/13","I/PV:",NA,NA,NA
"1121",1642,"07/11","II/2b:",NA,NA,NA
"1122",1643,"07/11","II/2b:",NA,NA,NA
"1123",1644,"07/11","II/2c:",NA,NA,NA
"1124",1645,"07/13","II/2a+2b:",NA,NA,NA
"1125",1646,"07/13","II/3b:",NA,NA,NA
"1126",1647,"07/13","I/6:",NA,NA,NA
"1127",1648,"07/13","II/4:205",NA,NA,NA
"1128",1649,"07/13","II/4:206",NA,NA,NA
"1129",1650,"07/13","II/4:207",NA,NA,NA
"1130",1651,"07/13","II/4:208",NA,NA,NA
"1131",1652,"07/13","II/4:209",NA,NA,NA
"1132",1653,"07/13","II/4:210",NA,NA,NA
"1133",1654,"07/13","II/4:13",NA,NA,NA
"1134",1655,"07/13","I/1:209",NA,NA,NA
"1135",1656,"07/2","/I-1:21",NA,"2",NA
"1136",1657,"07/1","/II-1:10, 89, 91, 97, 99, 102, II-2:32, 88","A","1",NA
"1137",1658,"07/2","/II-2:8, II-3: 51, 59, 66",NA,"2",NA
"1138",1659,"07/2","/I-1:1, 2, 27, 33, II-3:55",NA,"2",NA
"1139",1660,"07/2","/II-3:34",NA,"2",NA
"1140",1661,"07/2","/II-1:1, II-2:1 usw.",NA,"2","2d"
"1141",1662,"07/1","/I-4:57-...",NA,"1",NA
"1142",1663,"07/1","/I-3:1-11",NA,"1",NA
"1143",1664,"07/1","/II-1:9, 86, 93","A","1",NA
"1144",1665,"07/2","/I-3:54, II-2:11, II-4:14",NA,"2","1c"
"1145",1666,"07/1","/I-1:versch",NA,"1",NA
"1146",1667,"07/1","/II-1:versch",NA,"1",NA
"1147",1668,"07/1","/I-2:versch",NA,"1",NA
"1148",1669,"07/1","/II-3:versch",NA,"1",NA
"1149",1670,"07/1","/II-2:versch",NA,"1",NA
"1150",1671,"07/1","/II-4:versch",NA,"1",NA
"1151",1672,"07/2","/II-2:versch",NA,"2",NA
